,link,site,category,article,article_date,verbs,quantity
195,https://www.nyasatimes.com/jenda-police-confiscate-25-bags-of-indian-hemp-arrest-five/,www.nyasatimes.com,hemp,"Jenda Police confiscate 25 bags of Indian hemp, arrest fiveJune 9, 2021 Tiwonge Kumwenda Mhango 2 CommentsPolice at Jenda Rural Growth Centre in Mzimba on Tuesday confiscated 25 bags of Indian hemp, locally known as chamba, and arrested five people suspected to be owners of the illicit drug.
This follows a joint operation the law enforcers from Jenda and Mzuzu conducted at Khosolo Village.
During the said operation, the police arrested Reuben Banda, 35, for being found in possession of 25 kilograms of chamba, Geoffrey Kachilika, 29, who carried a 50 kilogram bag on a motorcycle, Mike Banda, 28, who was found with 11 bags, Lyson Banda, 19, found with 11 bags and James Sopani Mkandawire, 35, found with two bags on a motorcycle.
Chamba 
The suspects were heading to Nkhamenya Trading Centre.
The police said seized cannabis sativa will be sent to Lunyangwa Research Station for drug content analysis.
The suspects, who are currently in police custody, will appear in court soon to answer charges of being found in possession of Cannabis Sativa without a licence.
Meanwhile, police in the area have intensified activities that are aimed at bringing sanity in as far as possession of the illicit drug is concerned.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print",2022-09-25 00:00:00,"confiscate, arrest, confiscate, know, arrest, suspect, follow, enforcer, conduct, say, arrest, find, carry, find, find, find, head, say, seize, send, appear, answer, find, intensify, aim, bring, concern, care",25 kilograms 50 kilogram
199,https://www.nyasatimes.com/malawi-prison-warders-arrested-for-selling-indian-hemp-to-inmates/,www.nyasatimes.com,hemp,"Malawi Prison warders arrested for selling Indian hemp to inmatesOctober 19, 2013 Nyasa Times 15 CommentsPolice in Blantyre have arrested two Chichiri Prison warders, Wilfred Makuwila and Dickson Mtungama for selling Indian hemp (Chamba) to inmates.
Southern Region Police Publicist, Nicholas Gondwa told Nyasa Times, the two confessed to have committed the crime when interrogated, but could not divulge where they source the narcotic drug.
Gondwa said Makuwila 29, and Mtungama 32 were arrested on Friday (October 18th) after one of the inmates, Moses White was found in possession of about 1 kilogram of Indian hemp.
“On Friday October 18, 2013 Chichiri prison station officer senior superintendent E. Chisi caught convicted prisoner, Moses White with three packets of loose indian hemp weighing about 1kg, and the matter was reported to police.
Gondwa: Police keeping suspects in custody
“When interviewed, White said he got the hemp from Makuwila who later confessed to have gotten it from his boss, Mtungama,” explained Gondwa.
Gondwa added that the law-enforcers have found 86 brand new blankets in Mtungama’s house during a search.
Police investigations revealed that the blankets belonged to the prison department and were to be distributed to the prisoners.
“Chichiri Prison stores clerk has identified the blankets. And Mtungama confessed to have been buying them from the inmates; for what reasons, we don’t know yet”.
Mtungama is expected to answer two charges of theft by public servant and possession of Indian hemp. While Makuwila will be charged with theft by public servant.
The two are meanwhile in Soche Police custody waiting for court trial where it will be determined on whether to be granted bail or put on remand at Chichiri Prison.
Wilfred Makuwila hails from Zalengela village in Traditional Authority Ganya in Ntcheu while Dickson Machilika is from Machilika village, T/A Kumtumanje in Zomba.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hempprisons",2013-10-19 00:00:00,"arrest, sell, arrest, sell, inmate, tell, confess, commit, interrogate, divulge, source, say, arrest, find, catch, convict, weigh, report, keep, interview, say, get, confess, get, explain, add, find, reveal, belong, distribute, identify, confess, buy, know, expect, answer, charge, wait, determine, grant, put, hail, care",about 1 kilogram about 1kg
200,https://mwnation.com/police-burn-3-acres-of-indian-hemp/,mwnation.com,hemp,"Police burn 3 acres of Indian hempby Lucky Mkandawire 17/09/2015 in National News 1 min read
0Police on Tuesday raided an Indian hemp (chamba) farm inside Nkhotakota Game Reserve where they uprooted and destroyed over three acres of the illicit drug.
Police say the operation was jointly carried out by police, villagers from Bamba and parks, wildlife and game reserve rangers from the district, who discovered the farm while officials from the courts, district council and faith leaders were witnesses.
Nkhotakota Police Station spokesperson Williams Kaponda said on Wednesday, the three-acre farm was situated along the banks of Likowa River, which borders Senior Chief Mwadzama and Traditional Authority (T/A) Mwansambo’s areas.
He said the exercise, which is a major breakthrough in the war against chamba cultivation, came a few days after the discovery of the farm by the parks and wildlife officials, who reported the matter to police.
Kaponda said so far, noone has been arrested in connection with the cultivation of the Indian hemp, which were burnt using 120 litres of petrol and 150 litres of diesel.
Meanwhile, the police spokesperson said they were yet to uproot and destroy other Indian hemp plantations discovered at Mwalawamphasa and Kanjedza villages.
Nkhotakota District is well known for growing chamba, which some farmers inter-crop with cassava, sugar cane and maize. n",2022-09-03 00:00:00,"burn, read, raid, uproot, destroy, say, carry, discover, say, situate, border, say, come, report, police, say, arrest, burn, use, say, uproot, destroy, discover, grow, inter, maize",3 acres over three acres three-acre
202,https://www.nyasatimes.com/malawi-police-impounds-200-bags-of-indian-hemp/,www.nyasatimes.com,hemp,"Malawi Police impounds 200 bags of Indian hempOctober 30, 2012 Nyasa Times 6 CommentsMalawi Police at Nkhunga in Dwangwa, Nkhotakota district have impounded 111 bags of Indian hemp each weighing about 50 kilogrammes, the largest cache the law enforcers have ever netted since a series of road blocks have been set up along the Mzuzu to Blantyre Lakeshore road.
This development brings to 201 the number of bags of Indian hemp the Police at Nkhunga have impounded in October alone.
“This is the biggest load to be impounded and as Police we feel our drive to fight drug trafficking and crime in the country is bearing fruits,” Nkhunga Police Station Public relations Officer Labani Makalani said in a statement made available to Nyasa Times on Tuesday.
According to Makalani the 111 bags were confiscated during the night of 29th to 30th October, 2012 when Police received a tip off that some men wanted to traffic the substance from Dwangwa to Blantyre.
Cops inspecting bags of impounded cannabis
“Following this information, a team of Police Officers led by Operations Officer Assistant Superintendant Robert Twalibu mounted an impromptu check point at a certain place along the Dwangwa to Nkhotakota M5 tarmac road.
“At about midnight, they impounded a 10 tonne truck, registration number TO 3825 belonging to W.L. trucking of Thyolo district but the driver and all the occupants managed top escape,” Makalani said.
He said a moment later two men pulled to the scene whilst driving a Toyota vista saloon bearing a Zambian registration number AAQ 5223.
“They told the Officers that they were the owners of the bags and offered bribes to let the truck free but the officers turned down the offer. The Officers then arrested the alleged traffickers,” the Police Publicist said.
The alleged traffickers have been identified as Ali Alan Abdu, aged 42, of Makanjira village, Traditional Authority Katuri in Mangochi district and Harrison Banda, aged 23 years, of Saluti village, Traditional Authority khosolo in Mzimba district.
Police have since charged the duo with Being Found in Possession of Hemp Indian without License under regulation 4A of the Dangerous Drug Regulation as read with section 19(1) of the Dangerous Drug Act.
In a related development Nkhunga Police on October 8th 2012 also impounded 47 bags of Indian hemp which were concealed in an ERF truck registration number PE 2054 which was carrying 31 tons of coal destined for Blantyre.
Police arrested the driver Levi Mpata aged 31, of Kachikumba village, Traditional Authority Mtwalo in Mzimba district. The truck belongs to Mr. Prince Nthambazale of Nthambazale Transport in Mzuzu.
Nkhunga Second Grade Magistrate Court has since slapped Mpata with a 10 year imprisonment with hard labour jail term.
And during the night of the 19th to 20th October, 2012 Nkhunga Police also impounded a truck which had 43 bags of Indian hemp and arrested four suspects in the process
The suspects had creatively concealed the hemp inside bags containing maize and rice husks (Madeya) in order to evade scrutiny at Police check points. The hemp was destined for Blantyre.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hempNkhotakota",0200-09-10 00:00:00,"impound, impound, weigh, net, set, bring, impound, impound, feel, fight, bear, say, make, accord, confiscate, receive, want, traffic, inspect, follow, lead, mount, impound, belong, manage, say, say, pull, drive, bear, tell, offer, let, turn, arrest, allege, say, allege, identify, charge, find, read, impound, conceal, carry, destine, arrest, age, belong, slap, impound, have, arrest, conceal, contain, evade, destine, care",about 50 kilogrammes 10 tonne 31 tons
203,https://www.nyasatimes.com/malawi-police-arrest-nigerian-for-exporting-indian-hemp-to-uk/,www.nyasatimes.com,hemp,"Malawi Police arrest Nigerian for exporting Indian hemp to UKOctober 9, 2015 Maurice Nkawihe- Nyasa Times 21 CommentsMalawi Police have intercepted 16.24 kilograms of Marijuana locally known as Chamba destined for United Kingdom (UK) and arrested a 27-year-old drug trafficker in the process.
The illicit drug trafficker, Nze Chidiebere, a Nigerian citizen, has since been charged with Illegal Exportation of Dangerous Drugs contrary to Section 4 of Dangerous Drug Act as read with Section 19 of Dangerous Drug Act.
Chidiebere, police have disclosed, was arrested while trying to export the Cannabis Sativa wrapped as gifts and packed in boxes on Thursday.
The Nigerian resides in Lilongwe Area 36 (Phwetekele) h.
Blantyre police Public Relations Officer, Elizabeth Divala told Nyasa Times that 12.24 kilograms of the Marijuana was intercepted at Kamuzu International Airport in Lilongwe destined for UK.
”He sent three parcels of Cannabis Sativa through Blantyre Post Office weighing 4.3kgs, 4.74kgs and 3.2kgs. It was well wrapped and packed in boxes with some clothes. Our officers managed to intercept
it before it was flown out the country,” explained Divala.
Divala said Chidiebere was arrested on Thursday at Blantyre Post Office while sending another parcel of Marijuana weighing 4 kilograms.
”He was sending it to his friends in UK disguised as gifts. He is currently in custody,” added Divala.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hemp",2015-10-09 00:00:00,"arrest, export, intercept, know, destine, arrest, charge, read, disclose, arrest, try, export, wrap, pack, reside, tell, intercept, destine, send, weigh, wrap, pack, manage, intercept, fly, explain, say, arrest, send, weigh, send, disguise, add, care",16.24 kilograms 12.24 kilograms 4 kilograms
204,https://www.nyasatimes.com/court-convicts-duo-for-possessing-indian-hemp/,www.nyasatimes.com,hemp,"Court convicts duo for possessing Indian hempJune 9, 2012 Nyasa Times Be the first to commentThe Nkhunga Second Grade Magistrate Court at Dwangwa in Nkhotakota District has ordered a 29 year old woman and her accomplice a 27 year old man to pay K10, 000.00 fines each or serve a 12 month jail term after finding them guilty for being in possession of 21 kilograms of Indian hemp.
The woman convict, Judith Kachepa hails from Lobeni village, Traditional Authority Chikumbu in Mulanje District while Thomas Banda comes from Chimulu village, Traditional Authority Khosolo in Mzimba district.
Prosecutor Sub Inspector Wills Asibu told the court that the two were arrested at Dwangwa Trading Centre by officers on night patrol after they received a tip off that the two wanted to take the Indian hemp to Blantyre for sell.
They both pleaded guilty to being found in possession of Cannabis Sativa without License according to regulation 4A of the Dangerous Drug Regulation as read with section 19(1) of the Dangerous Drug Act before the court.
Magistrate Rex Nsolo said the court decided to mete to pass a lenient sentence because the two did not wasted the Court’s time.
Nsolo then ordered the two to pay K10, 000 fine each or in default to twelve (12) months IHL. The woman has since been released after paying the fine.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hemp",2012-06-09 00:00:00,"convict, possess, commentthe, order, pay, serve, find, hail, come, tell, arrest, receive, want, take, plead, find, accord, read, say, decide, mete, pass, waste, order, pay, release, pay, care",21 kilograms
208,https://mwnation.com/invegrow-invests-k11bn-in-industrial-hemp-production/,mwnation.com,hemp,"Invegrow invests K11bn in industrial hemp productionby Steve Chilundu 25/02/2019 in Business News 3 min read
0Invegrow Limited, a company behind industrial hemp research and production, says it plans to invest $15 million (about K11 billion) in the first three years of its commercial production of industrial hemp-related products.
a researcher showcases products made from industrial hemp
This comes against the backdrop of the company investing $1 million (K738 million) to establish a factory to be commissioned in June this year.
The factory is located at Kasiya in Lilongwe, which is 20 kilometres from the city of Lilongwe and it is expected to be producing on pilot phase hemp oil for human consumption and industrial use.
Invegrow Limited director Nebert Nyirenda said in an interview that factory equipment was already imported and installation plans are advancing well.
He said the major bottleneck is the pending power connectivity by Electricity Supply Corporation of Malawi (Escom) which may delay installation of the factory machines, adding that all other activities are on course.
Said Nyirenda: “Commencement of the production is much dependent on how Escom will quickly connect us to the power grid. Our plan is that we should commission the factory atest by June this year.
“Even if the licensing for production of products may delay; we can go ahead to commission the factory because it is a generic equipment that can be used to process any type of vegetable oil.”
He said industrial oil is used as an ingredient into other industrial products.
In terms of investment, Nyirenda said after investing $1 million (about K738 million) in the first phase of production and the market responds well, they will go full commercial and embark on phase two with a total investment between $10 to $15 million.
He said apart from the local market, the company is also targeting the export markets.
“We know that hemp value chain is worth about $9 billion dollars world over so that is the basis of our markets. The markets are there, the $9 billion dollar is there as a full cake and we want to eat part of that cake of the $9 billion dollar industry.
“We have markets in Europe, we have markets in southern Africa, we have markets in European Union, we have markets in America and in China so the market is big just as good as tobacco that is where we want to take a bit of our businesses pie,” said Nyirenda.",2019-02-25 00:00:00,"k11bn, read, say, plan, invest, relate, showcase, make, come, invest, establish, commission, locate, expect, produce, say, import, advance, say, pende, delay, add, say, connect, commission, delay, go, commission, use, process, say, use, say, invest, respond, go, say, target, know, want, eat, have, have, have, have, want, take, say",20 kilometres about K738 million
213,https://www.nyasatimes.com/malawi-police-arrest-two-in-phalombe-for-possession-of-medical-drugs-hemp/,www.nyasatimes.com,hemp,"Malawi Police arrest two in Phalombe for possession of medical drugs, hempJuly 31, 2015 Maurice Nkawihe- Nyasa Times 12 CommentsTwo men have been arrested in Phalombe district for allegedly being found in possession of Indian hemp and medical drugs without license respectively.
Police arrested Wilson Kalinde, 53, and a 34 year-old Romson Gologolo on Tuesday while acting on a tip off from members of the public.
Phalombe Police Public Relations Officer, Augustus Nkhwazi said Kalinde was arrested after the law-enforcers raided his house at Nakande village where they found a group of people smoking Indian hemp (Chamba).
”Upon seeing the Officers, they all ran away. Police managed to arrest Kalinde. Upon conducting search in his house, the officers found 216 twists, and over 25 kilograms of loose Indian hemp,”
explained Nkhwazi.
Kalinde who hails from Nakande village, T/A Nazombe in Phalombe will be charged with Possession of Indian Hemp contrary to Regulation 4 (a) of Pharmacy, Medicines and Poisons Act as read with Section 19 of the Dangerous Drugs Act.
Police arrested Gologolo of Misomali village, T/A Nazombe in Phalombe who was found selling assorted medical drugs without license.
Other medical drugs were found in his house when police conducted a search. The medical drugs include LA, Panado, Indocid, ORS, Co-trimoxazole and Depo-Provera.
”The drugs are in large amount and we are waiting for officials from Phalombe District Health Office to analyse and assess for criminal proceedings before the court of law,” added Nkhwazi.
Gologolo is expected to be charged with conducting a retail pharmacy without license contrary to Section 17 of Pharmacy, Medicines sand Poisons Act.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hempPhalombe",2015-07-31 00:00:00,"arrest, arrest, find, arrest, act, say, arrest, raid, find, smoke, see, run, manage, arrest, conduct, find, explain, hail, charge, read, arrest, find, sell, find, conduct, include, wait, assess, add, expect, charge, conduct, care",over 25 kilograms
214,https://www.nyasatimes.com/malawi-police-drug-traffickers-in-gun-battle-99-bags-of-indian-hemp-confiscated/,www.nyasatimes.com,hemp,"Malawi Police, drug traffickers in gun-battle: 99 bags of Indian Hemp confiscatedSeptember 25, 2012 Nyasa Times Be the first to commentA “gun battle” between drug traffickers and Police in Nkhotakota broke out on Saturday evening but the law enforcers confiscated 99 bags of 50kilogrmme of narcotic drugs suspected to be Indian Hemp.
The alleged traffickers are still at large after they abandoned the vehicle they used in transporting the drug.
Nkhotakota Police spokesperson Sergeant Kaitano Lubrino confirmed the development in a statement made available to NyasaTimes.
Lubrino said on the material day, the traffickers, who were travelling in a Toyota Hiace registration number PE 2177 bearing an ownership of M. Maulidi of P.O Box 3365 Blantyre, were heading in the direction of Salima Boma from Dwangwa direction along the M5 lakeshore road.
Cops inspecting bags of impounded cannabis
“When they reached Nkhotakota Police roadblock they passed through unsearched by following very closely two other vehicles that where in front of them but later they abandon the vehicle carrying the dangerous drug fearing heavy armed police officers who were chasing them,” the Police Publicist said.
According to the Officer in Charge of the roadblock Sub inspector Andrew Machemba the traffickers did manage to pass through and failed to comply with an order to stop.
“Immediately the Police fired three shots at the Minibus’s fuel tank side but this did not make the traffickers to stop. Fortunately, one of the junior cops manning the roadblock has a car and Police used it in chasing the traffickers whilst shooting in the air to stop the driver but he didn’t.
“But after about 15 kilometers of cat and mouse chase, Police found the alleged Minibus abandoned in the bush besides the M5 road and the traffickers gone,” Lubrino said.
The drug traffickers are reported to have also fired shots.
This is a second time Police in the district have seized large amounts of Chamba. Earleir this year the Court there fined two men K400 000.00 each or in default to serve a 7 years jail after it found them guilty for being found in possession of 52 bags of Indian hemp without licence.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hempMalawi Police",1999-09-10 00:00:00,"break, confiscate, suspect, allege, abandon, use, transport, confirm, make, say, travel, bear, head, inspect, reach, pass, follow, abandon, carry, fear, chase, say, accord, manage, pass, fail, comply, stop, fire, make, stop, man, have, use, chase, shoot, stop, do, find, allege, abandon, go, say, report, fire, seize, fine, serve, find, find, care",about 15 kilometers
216,https://www.nyasatimes.com/police-recovers-50kgs-indian-hemp-at-chingeni-roadblock/,www.nyasatimes.com,hemp,"Police recovers 50kgs Indian hemp at Chingeni roadblockNovember 30, 2014 Harry Chibwe -Nyasa Times 38 CommentsPolice at Chingeni Road Block in Malawi’s eastern district of Balaka  have arrested a 30 year old man for allegedly being found in possession of Indian hemp which was packed in an expand suitcase in a bus.
Indian Hemp impounded in Balaka
The Road Block Coordinator Assistant Superintendent Anitta Njanji, says the suspect Stewart M’dala was traveling to Zomba in a bus registration number BR 5967 belonging to National bus Company.
“Upon arrival at Chingeni road block, the officers found an expand suitcase containing loose Canabis sativa commonly known as Indian hemp weighing approximately 50 kilograms. Upon investigations, the officer discovered that the cannabis sativa belonged to the suspect Stewart M’dala,” says Njanji.
He says the suspect is in police custody waiting to appear before court where he will answer a case of being found in possession of Canabis Sativa without licence contrary to regulation 19(1) as read with section 4(a) of Dangerous Drug Act.
Stewart M’dala comes from Robertson village, Traditional Authority Mlumbe in Zomba district.
Last week police at the same road block also recovered a ‘check bag’ full of Indian hemp in a Premier Coach which was heading Blantyre from Mzuzu via Zalewa.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
BalakaIndian hempMalawi Police",2014-11-30 00:00:00,"recover, arrest, find, pack, impound, say, travel, belong, find, contain, know, weigh, discover, belong, say, say, wait, appear, answer, find, read, come, recover, head, care",approximately 50 kilograms
218,https://www.nyasatimes.com/malawi-revenue-authority-impounds-42-kilos-of-indian-hemp-in-mzimba/,www.nyasatimes.com,hemp,"Malawi Revenue Authority  impounds 42 kilos of Indian hemp in MzimbaFebruary 10, 2015 Nyasa Times Reporter 22 CommentsThe Malawi Revenue Authority (MRA) intercepted a truck and seized Indian hemp weighing 42 kilogrammes (kgs) at Lojwa, just after Jenda Trading Centre in Mzimba District.
Chamba caught in Mzimba
The incident occurred on Thursday, February 5, 2015 following a tip to MRA from members of the public about suspicious items in the truck.
The Indian hemp was in a carton and divided in 6 packages, each weighing 7kgs. The carton was concealed between sun-dried small fish locally known as Matemba.
The owner of the consignment was identified as Christopher Mkuwu from Mangochi District. Mkuwu was immediately arrested and taken to Champhira Police Post.
MRA is further appealing to members of the general public to always report issues of any malpractices such as smuggling, tax evasion and corruption through the toll free number 847 for Airtel and TNM subscribers or 80000847 for MTL subscribers.
Informants can also send their tips to the Centre through email address: reportswqm@tip-offs.com or fax to 0182 229.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hempMalawi Revenue AuthorityMzimba",2042-09-10 00:00:00,"intercept, seize, weigh, catch, occur, follow, divide, weigh, conceal, dry, know, identify, arrest, take, appeal, report, send, care",42 kilos 42 kilogrammes
221,https://www.mwnation.com/house-allows-industrial-hemp-bill-drafting/,www.mwnation.com,Cannabis,"House allows industrial hemp bill draftingby Enelless Nyale 07/12/2018 in National News 3 min read
0Share on Facebook
Share on Twitter
Share on WhatsApp
Share on Linkedin
Linkedin
Share via Email
    Parliament has given the nod to Ntchisi North member of Parliament (MP) Boniface Kadzamira (Independent) to draft a bill whose objective is to distinguish the criminalised Indian hemp from medicinal cannabis through cultivation, production and possession.
Kadzamira moved a motion for the House to allow him to draft the bill following vigorous consultations which have proved that cannabis can improve the country’s economy if well regulated and legalised.
Kadzamira:It will encompass two varieties
In an interview after the motion was accepted, Kadzamira said his motion was a move in the right direction, saying there is need to define the terms rightly, hinting that the bill will encompass two varieties of cannabis—industrial and medicinal.
He said: “The bill will encompass the two varieties, thus the industrial hemp and medicinal cannabis, but before it is tabled, it will go to five committees for scrutiny. At that stage we will know what Malawians will want to be included in the bill.”
Kadzamira said he will seek advice from the Legal Department of Parliament on how to go about the bill which he hopes will be presented in the House next Thursday.
Many MPs, both government and opposition, supported the motion but warned that there should be vigorous research and right definitions of cannabis to avoid confusion with the hemp that is an illegal substance.
Blantyre West MP Peter Kumpalume (Democratic Progressive Party-DPP) said the country needs to move fast to adopt some technologies and inventions, one of which being hemp but said it has to be done cautiously.
“We need to move fast. I know there is money and a lot of benefits. We need research and to change the laws so that there won’t be abuse. I, therefore, support the motion,” he said.
Responding to the motion, Minister of Agriculture, Irrigation and Water Development Joseph Mwanamvekha said even though the move seems good, an extensive research needs to be done.
“This motion on chamba is quite sensitive. It requires extensive research because it is a plant which needs a lot of analysis and proper consultation so that whatever comes out will be beneficial to the country,” he said.
Parliament gave a go-ahead for industrial hemp trials at Chitedze Research Station and in Salima. The studies are still ongoing on whether it can become a viable export product after Kadzamira moved a motion for such some three years ago.
Three weeks ago, Principal Secretary in the Ministry of Agriculture, Irrigation and Water Development, Gray Nyandule Phiri said in an interview that results for the trials of the industrial hemp are ready for analysis by Cabinet.
He said after three years of trial, the ministry is ready with the results which cannot be shared to the public yet.
Industrial hemp is the non-narcotic form of cannabis and is not psychoactive due to the low levels of tetrayhydrocannibinol (THC).
Different stakeholders in the hemp industry have been calling on government to speed up the process of legalising the growing of the hemp to make Malawi have an alternative forex earner apart from tobacco.
Currently, Zimbabwe, Morrocco and South Africa are reported to have legalised the growing of industrial hemp in Africa.
It is estimated that a kilogramme of industrial hemp fetches about K32 000 on the market and that there is potential direct annual benefit to Malawians in excess of K3 billion on 16.5 hectares or K195 million per five hectares.
 ",2018-07-12 00:00:00,"allow, read, give, draft, distinguish, criminalise, move, allow, draft, follow, prove, improve, regulate, legalise, encompass, accept, say, say, be, define, hint, encompass, say, encompass, table, go, know, want, include, say, seek, go, hope, present, support, warn, avoid, say, need, move, adopt, say, have, do, need, move, know, be, need, change, support, say, respond, say, seem, do, require, need, come, say, give, become, move, say, result, say, share, call, speed, legalise, make, have, report, legalise, estimate, fetch, be",16.5 hectares
223,https://mwnation.com/anything-goes-in-amsterdam/,mwnation.com,Cannabis,"‘Anything goes in Amsterdam’by Yvonnie Sundu 11/08/2018 in Editors Pick, Society 5 min read
0Share on Facebook
Share on Twitter
Share on WhatsApp
Share on Linkedin
Linkedin
Share via Email
If there is one city in the world that throws one into a race of wild imaginations coupled with lots of questions, it is Amsterdam.
Since time immemorial, the Dutch capital has a weird but solid reputation for being an ‘anything goes’ city.
Moneymaker: Tourists to Amsterdam cannot resist the allure of De Wallen, a popular Red Light District
Amsterdam is a relaxed, tolerant and easy-going city, but rather it is the liberal approach to sex and cannabis that makes it legendary.
The city prides itself on embracing the fact that people may be into prostitution and soft drugs. And that it is only human. So instead of criminalising everything, they enjoy the honesty of it all.
As such, tourists to the city will not boast of visiting Amsterdam without experiencing one of those two or even both—at least for the curious ones.
It was the case with some of the delegates attending the World Aids Conference, the city hosted last month.
Who would not want to experience Amsterdam after hours on end of press conferences, discussions and sessions on HIV and Aids scientific researches, among others?
So hitting De Wallen, the famous Red Light District for some was a mental massage. In Dutch, they call it De Wallen because it means the walls.
Cannabis—popularly referred to as Mary and Juana—is currently illegal. However, Dutch lawmakers in 2017 approved a legislation that permits professional cultivation.
No wonder, Amsterdam’s central business district is littered with coffee shops which are allowed to store a certain amount of locally cultivated cannabis on the shelves, at a time.
Sundu (R) with musician Danny Kalima in Amsterdam
Consumers can purchase the drug as raw, or processed into well-packaged cookies, chocolates as well as ingredients for drinks.
Tourists mostly consider coffee shops as a form of entertainment. The coffee shops play a vital role in Dutch tourism.  Latest figures show that between 25 to 30 percent of people who visit Amsterdam spend time in coffee shops sampling cannabis.
Juxtaposed to the coffee shops on De Wallen are multitudes of buildings stretched along the famous red light district.
Sex is sold on De Wallen—Amsterdam’s popular Red Light District—where prostitution thrives. The trade is legal in the Netherlands but not on the streets.
That’s why prostitutes on De Wallen stand up behind a window and have their own room. The name “Red Light District” comes from the red neon lights that highlight where women are working.
Since October 2000, window prostitutes have been allowed to legally offer their services. Today, prostitutes in the Netherlands are also taxpayers.
As of 2014, the Red Light District and coffee shops or to put it frankly, sex and drugs— contributed 2.5 billion euros a year to the national economy, according to Dutch authorities.
Accompanied by a local called Perry, I was curious to visit the Red Light District.
In natural daylight, the area is less attractive as the more sordid aspects do not really reveal themselves. Simply put, it is less lively during the day but the district really comes to life when night falls.
So on this particular late Friday afternoon, Perry—a Dutchman and stranger, I met three days earlier turned friend—played the role of a tour guide around the district.
As we strolled along the street, beautiful women of different shapes and sizes from almost all angles across the globe tapped from the windows beckoning for a sumptuous action.
Almost every woman shares at least an indistinct resemblance with her scantily clad and lace-adorned slender colleague in the next window.
“How many of such windows are in Amsterdam?” I asked Perry as curiosity got the best of me.
He responded, “300.”
As we maneuvered through the historical buildings from which the window rests, the more inquisitive I became.
Sensing the barrel of questions I was about to throw at him, Perry quickly said: “You see, let’s come this evening and see what happens during the night.”
The real macho starts from around 11pm when the district is swelling with crowds, both locals and tourists. The not so- beautiful alleys undergo a total transformation as the red neon lights illuminate them together with the countless inky canals.
The women, each in their small room and behind a window, glow as the red neon lights brighten their skin into silky membranes.
As we walked into one of the pubs, my mind raced to what Perry said earlier on that there is more that happens in the Amsterdam Red Light District other than just prostitution and coffee shops.
“The district offers cultural activities such as the Museum of Prostitution and the Museum of Cannabis. You can also find peep shows, sex shops, sex theatres, and strip clubs, among others,” he told me.
Having parted ways with 25 euros and comfortably seated in the very front row for obvious reasons, it was time for a sex show in one of the theatres.
A large curtain stood still and meaningless in front until it snapped open; two naked bodies; a man and a woman started performing on stage.
I could see that they were enjoying the performance as they slowly responded to the songs playing in the background. The more I watched the couple, the more the act felt like watching choreographed dance, as the dancers changed positions to the beat and sound of the music.
Though a few metres away, it was possible to read the absence of life in their eyes. It was typical work, no play. At intervals, while in the act the man would look out into the crowd, leaving one wondering where his mind is at.
As I flashed my phone out of my bag to check the time Perry sternly warned me: “Remember it is strictly forbidden to take pictures or film women behind their windows. That rule also applies here [theatres], in strip clubs and peep shows.”
At the stage, amid some handclapping and screams, the curtain finally closes. The curtain opened again as more performers come onto the stage for what can best be termed as a variety show.
In another startling act, a performer, arguably the most flamboyant of them all, calls for three volunteers onto the stage. She had them dance and then eat a banana out of snatch!.",2018-11-08 00:00:00,"go, read, be, throw, couple, have, go, resist, go, make, pride, embrace, criminalise, enjoy, boast, visit, experience, attend, host, want, experience, hit, call, mean, refer, approve, permit, litter, allow, store, cultivate, purchase, process, package, consider, play, show, visit, spend, sample, stretch, sell, thrive, stand, have, come, highlight, work, allow, offer, put, contribute, accord, accompany, call, visit, sordid, reveal, put, come, fall, meet, turn, play, stroll, tap, beckon, share, adorn, ask, get, respond, maneuver, rest, become, sense, throw, say, see, come, see, happen, start, swell, undergo, illuminate, glow, brighten, walk, race, say, be, happen, offer, find, tell, part, seat, stand, snap, start, perform, see, enjoy, respond, play, watch, feel, watch, change, read, look, leave, wonder, flash, check, warn, remember, forbid, take, apply, scream, close, open, come, term, call, have, dance, eat",2.5 billion euros a few metres
